Fecha,Product/ Platform,Component Code,Problem Description,Volume,SQ,In Process- NDF,FPY,CAL,Warehouse,Dealer,SIR 1 MIS,n.,PPM,R=1:5,$,Min,$,$ TOTAL,R=1:5,R=1:10,1,3,5,30,35,40,48,Priority
ago - dic 2019,,Etiqueta de advertencia,Despegado,"109,784",0,3,0,0,0,0,0,3,27,5,0.01,2,0.12,0.13,1,4,0,9,0,0,0,0,0,180
ago - dic 2019,,Etiqueta de atención,Ausentes,"109,784",0,2,1,0,0,0,0,3,27,5,0.02,2,0.12,0.14,1,4,0,6,5,0,0,0,0,220
ago - dic 2019,,Etiqueta de energía,Ausente,"109,784",0,30,6,0,0,0,0,36,328,5,0.02,2,0.12,0.14,1,4,0,90,30,0,0,0,0,"2,400"
ago - dic 2019,,Etiqueta garanía,Ausente,"109,784",0,7,0,0,0,0,0,7,64,5,0.02,2,0.12,0.14,1,4,0,21,0,0,0,0,0,420
ago - dic 2019,,Etiqueta Serial,Ausente,"109,784",0,1,0,0,0,0,0,1,9,4,0.02,2,0.12,0.14,1,4,0,3,0,0,0,0,0,48
ago - dic 2019,,Fascia,Serigrafía incompleta,"109,784",40,155,7,0,0,0,0,202,1840,5,8.79,15,0.93,9.72,4,2,40,465,35,0,0,0,0,"21,600"
ago - dic 2019,,Fascia,Modelo equivocado,"109,784",14,21,3,0,0,0,0,38,346,5,8.79,15,0.93,9.72,4,4,14,63,15,0,0,0,0,"7,360"
ago - dic 2019,,Fascia,Serigrafía movida,"109,784",3,3,8,0,0,0,0,14,128,5,8.79,15,0.93,9.72,4,4,3,9,40,0,0,0,0,"4,160"
ago - dic 2019,,Fascia,Boton trabado,"109,784",0,0,0,0,0,0,1,1,9,4,8.79,15,0.93,9.72,4,4,0,0,0,0,0,0,48,"3,072"
ago - dic 2019,,Fascia,Overlay con burbuja / grumo,"109,784",43,13,11,0,0,0,0,67,610,5,8.79,15,0.93,9.72,4,1,43,39,55,0,0,0,0,"2,740"
ago - dic 2019,,Fascia,Conector mal ensamblado encoder / sin ensamblar,"109,784",0,8,2,0,0,0,0,10,91,5,8.79,15,0.93,9.72,4,4,0,24,10,0,0,0,0,"2,720"
ago - dic 2019,,Fascia,Overlay marcado / Rayado,"109,784",29,0,0,0,0,0,0,29,264,5,8.79,15,0.93,9.72,4,4,29,0,0,0,0,0,0,"2,320"
ago - dic 2019,,Fascia,Perilla ausente,"109,784",0,3,4,0,0,0,0,7,64,5,8.79,15,0.93,9.72,4,4,0,9,20,0,0,0,0,"2,320"
ago - dic 2019,,Fascia,Led opaco,"109,784",24,0,0,0,0,0,0,24,219,5,8.79,15,0.93,9.72,4,4,24,0,0,0,0,0,0,"1,920"
ago - dic 2019,,Fascia,Golpe/quebrado,"109,784",22,0,0,0,0,0,0,22,200,5,8.79,15,0.93,9.72,4,4,22,0,0,0,0,0,0,"1,760"
ago - dic 2019,,Fascia,Poste deforme,"109,784",0,3,0,0,0,0,0,3,27,5,8.79,15,0.93,9.72,4,4,0,9,0,0,0,0,0,720
ago - dic 2019,,Fascia,Botón fuera de especificación,"109,784",5,1,0,0,0,0,0,6,55,5,8.79,15,0.93,9.72,4,4,5,3,0,0,0,0,0,640
ago - dic 2019,,Fascia,Tiro corto,"109,784",3,1,0,0,0,0,0,4,36,5,8.79,15,0.93,9.72,4,4,3,3,0,0,0,0,0,480
ago - dic 2019,,Fascia,Perilla número de parte equivocado,"109,784",0,2,0,0,0,0,0,2,18,5,8.79,15,0.93,9.72,4,4,0,6,0,0,0,0,0,480
ago - dic 2019,,Fascia,Cable roto de encoder,"109,784",0,0,1,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Fascia,Contaminada,"109,784",0,0,1,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Fascia,Overlay despegado,"109,784",0,0,1,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Fascia,Rebaba,"109,784",3,0,0,0,0,0,0,3,27,5,8.79,15,0.93,9.72,4,4,3,0,0,0,0,0,0,240
ago - dic 2019,,Fascia,Poste quebrado,"109,784",2,0,0,0,0,0,0,2,18,5,8.79,15,0.93,9.72,4,4,2,0,0,0,0,0,0,160
ago - dic 2019,,Fascia,Overlay movido,"109,784",1,0,0,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,1,0,0,0,0,0,0,64
ago - dic 2019,,Fascia,Pandeada,"109,784",1,0,0,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,1,0,0,0,0,0,0,64
ago - dic 2019,,Fascia,Orificio tapado,"109,784",1,0,0,0,0,0,0,1,9,4,8.79,15,0.93,9.72,4,4,1,0,0,0,0,0,0,64
mayo-julio 2018,Jaguar,Gabinete,Lamina sumida,"129,704",0,1,10,0,0,0,3,14,108,5,25.69,20,0.96,26.64,5,3,0,3,50,0,0,0,144,"14,775"
mayo-julio 2018,Jaguar,Gabinete,GOLPEADO ST.5,"129,704",0,14,0,0,0,0,0,14,108,5,11.5,5,0.24,11.74,5,2,0,42,0,0,0,0,0,"2,100"
mayo-julio 2018,Jaguar,Gabinete,BRACKET MAL ENS.,"129,704",0,5,0,0,0,0,0,5,39,4,11.5,5,0.24,11.74,5,3,0,15,0,0,0,0,0,900
mayo-julio 2018,Jaguar,Gabinete,GOLPE X MANIPULADOR (MTTO),"129,704",0,6,0,0,0,0,0,6,46,4,11.5,5,0.24,11.74,5,2,0,18,0,0,0,0,0,720
ago - dic 2019,,Gabinete,Doblez deformado,"109,784",0,2,0,0,0,0,0,2,18,5,11.76,5,0.31,12.07,5,4,0,6,0,0,0,0,0,600
ago - dic 2019,,Gabinete,Marca de rebaba,"109,784",0,0,1,0,0,0,0,1,9,4,11.76,5,0.31,12.07,5,4,0,0,5,0,0,0,0,400
ago - dic 2019,,Gabinete,Desprendimiento de pintura,"109,784",0,0,1,0,0,0,0,1,9,4,11.76,5,0.31,12.07,5,4,0,0,5,0,0,0,0,400
oct - dic 2018,,Gabinete,Golpeado / dañado,140470,0,2,68,0,0,0,4,74,527,5,,,0,0,,,0,6,340,0,0,0,192,0
oct - dic 2018,,Gabinete,Rayados / marcas,140470,0,0,5,0,0,0,0,5,36,,,,,,,,,,,,,,,
oct - dic 2018,,Gabinete,Contaminados,140470,0,0,1,0,0,0,0,1,7,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,Guia Rápida,Equivocada,"129,704",0,0,0,1,0,0,0,1,8,1,0.26,5,0.24,0.5,1,2,0,0,0,30,0,0,0,60
mayo-julio 2018,Jaguar,Gusset,GUSSET INF MAL ENS,"129,704",0,3,0,0,0,0,0,3,23,4,11.5,5,0.24,11.74,5,3,0,9,0,0,0,0,0,540
mayo-julio 2018,Jaguar,"GUSSET, BOTTOM FRONT",GOLPEADO  ST.5,"129,704",0,28,0,0,0,0,0,28,216,5,0.25,5,0.24,0.49,1,3,0,84,0,0,0,0,0,"1,260"
mayo-julio 2018,Jaguar,"GUSSET, BOTTOM FRONT",GOLPE X MANIPULADOR (MTTO),"129,704",0,12,0,0,0,0,0,12,93,5,0.25,5,0.24,0.49,1,3,0,36,0,0,0,0,0,540
mayo-julio 2018,Jaguar,"GUSSET, BOTTOM FRONT",BRACKET MAL ENS.,"129,704",0,10,0,0,0,0,0,10,77,5,0.25,5,0.24,0.49,1,3,0,30,0,0,0,0,0,450
mayo-julio 2018,Jaguar,"GUSSET, BOTTOM FRONT",GUSSET INF MAL ENS,"129,704",0,4,0,0,0,0,0,4,31,4,0.26,5,0.24,0.49,1,3,0,12,0,0,0,0,0,144
mayo-julio 2018,Jaguar,"GUSSET, TOP FRONT",GOLPEADO X RODILLO ST.5,"129,704",0,23,0,0,0,0,0,23,177,5,0.25,5,0.24,0.49,1,3,0,69,0,0,0,0,0,"1,035"
mayo-julio 2018,Jaguar,"GUSSET, TOP FRONT",GOLPE X MANIPULADOR (MTTO),"129,704",0,12,0,0,0,0,0,12,93,5,0.25,5,0.24,0.49,1,3,0,36,0,0,0,0,0,540
mayo-julio 2018,Jaguar,"GUSSET, TOP FRONT",BRACKET MAL ENS.,"129,704",0,10,0,0,0,0,0,10,77,5,0.25,5,0.24,0.49,1,3,0,30,0,0,0,0,0,450
mayo-julio 2018,Jaguar,"GUSSET, TOP FRONT",GUSSET INF MAL ENS,"129,704",0,4,0,0,0,0,0,4,31,4,0.25,5,0.24,0.49,1,3,0,12,0,0,0,0,0,144
mayo-julio 2018,Jaguar,Impeller,Traslucido,"129,704",1,0,0,1,0,0,0,2,15,3,1.73,5,0.24,1.97,2,2,1,0,0,30,0,0,0,372
ago - dic 2019,,Impeller,Tornillo barrido,"109,784",0,10,2,0,0,0,0,12,109,5,1.6,5,0.31,1.91,3,4,0,30,10,0,0,0,0,"2,400"
ago - dic 2019,,Impeller,Rebaba,"109,784",3,0,3,0,0,0,0,6,55,5,1.6,5,0.31,1.91,3,4,3,0,15,0,0,0,0,"1,080"
ago - dic 2019,,Impeller,Mal ensamble a base basket / pre-colocación de tornillo,"109,784",0,2,0,0,0,0,0,2,18,5,1.6,5,0.31,1.91,3,4,0,6,0,0,0,0,0,360
ago - dic 2019,,Inner tray,Rotos,"109,784","10,115",0,0,0,0,0,0,"10,115",92135,5,0.31,2,0.12,0.43,1,3,"10,115",0,0,0,0,0,0,"151,725"
ago - dic 2019,,Inner tray,Fuera de especificación / Deformes / Falta pestaña / Mal cortada / Mal troquedala / Incompleta,"109,784","1,273",0,0,0,0,0,0,"1,273",11595,5,0.31,2,0.12,0.43,1,3,"1,273",0,0,0,0,0,0,"19,095"
ago - dic 2019,,Inner tray,Despegados,"109,784",664,0,0,0,0,0,0,664,6048,5,0.31,2,0.12,0.43,1,4,664,0,0,0,0,0,0,"13,280"
ago - dic 2019,,Inner tray,Se trozan al doblar,"109,784",313,0,0,0,0,0,0,313,2851,5,0.31,2,0.12,0.43,1,4,313,0,0,0,0,0,0,"6,260"
ago - dic 2019,,Inner tray,Carton duro,"109,784",22,0,0,0,0,0,0,22,200,5,0.31,2,0.12,0.43,1,4,22,0,0,0,0,0,0,440
ago - dic 2019,,Inner tray,Mal pegadas,"109,784",4,0,0,0,0,0,0,4,36,5,0.31,2,0.12,0.43,1,4,4,0,0,0,0,0,0,80
ago - dic 2019,,LABEL - 10 YEARS WARRANTY,Mal impresa,"109,784",402,0,0,0,0,0,0,402,3662,5,0.04,3,0.19,0.23,1,4,402,0,0,0,0,0,0,"8,040"
ago - dic 2019,,LABEL - PROD REG,Mal impresa,"109,784",23,0,0,0,0,0,0,23,210,5,0.06,2,0.12,0.18,1,4,23,0,0,0,0,0,0,460
ago - dic 2019,,LABEL SCALE LEVEL,Equivocado,"109,784",500,10,0,0,0,0,0,510,4645,5,0.31,5,0.31,0.62,1,4,500,30,0,0,0,0,0,"10,600"
ago - dic 2019,,LABEL SCALE LEVEL,Ausentes,"109,784",0,9,7,0,0,0,0,16,146,5,0.31,5,0.31,0.62,1,4,0,27,35,0,0,0,0,"1,240"
ago - dic 2019,,LABEL SCALE LEVEL,Mal posicionado,"109,784",0,2,0,0,0,0,0,2,18,5,0.31,5,0.31,0.62,1,4,0,6,0,0,0,0,0,120
ago - dic 2019,,LABEL SCALE LEVEL,Colocada al reves,"109,784",0,0,1,0,0,0,0,1,9,4,0.31,5,0.31,0.62,1,4,0,0,5,0,0,0,0,80
ago - dic 2019,,LABEL SCALE LEVEL,Despegado,"109,784",0,1,0,0,0,0,0,1,9,4,0.31,5,0.31,0.62,1,4,0,3,0,0,0,0,0,48
ago - dic 2019,,LID,Ruido,"109,784",0,0,0,1,0,0,7,8,73,5,12.17,3,0.19,12.36,5,3,0,0,0,30,0,0,336,"27,450"
ago - dic 2019,,LID,"Golpeado, agrietado, quebrado","109,784",0,0,2,0,0,0,0,2,18,5,12.17,3,0.19,12.36,5,4,0,0,10,0,0,0,0,"1,000"
ago - dic 2019,,LID,Bumper ausente,"109,784",2,2,0,0,0,0,0,4,36,5,12.17,3,0.19,12.36,5,4,2,6,0,0,0,0,0,800
ago - dic 2019,,LID,Mal ensamble de bisagras,"109,784",0,1,1,0,0,0,0,2,18,5,12.17,3,0.19,12.36,5,4,0,3,5,0,0,0,0,800
ago - dic 2019,,LID,Contaminado,"109,784",0,0,1,0,0,0,0,1,9,4,12.17,3,0.19,12.36,5,4,0,0,5,0,0,0,0,400
mayo-julio 2018,Jaguar,LID LOCK,Mal ensamble,"129,704",0,0,16,0,0,0,8,24,185,5,2.65,15,0.72,3.37,3,4,0,0,80,0,0,0,384,"27,840"
mayo-julio 2018,Jaguar,LID LOCK,Quebrado,"129,704",0,0,0,0,0,0,4,4,31,4,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,192,"9,216"
mayo-julio 2018,Jaguar,LID LOCK,En  corto,"129,704",0,0,0,0,0,0,3,3,23,4,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,144,"6,912"
mayo-julio 2018,Jaguar,LID LOCK,Dañado,"129,704",0,0,0,0,0,0,2,2,15,3,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,96,"3,456"
mayo-julio 2018,Jaguar,LID LOCK,Abierto,"129,704",0,0,0,0,0,0,2,2,15,3,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,96,"3,456"
mayo-julio 2018,Jaguar,LID LOCK,Desconectado,"129,704",0,0,0,0,0,0,1,1,8,1,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,48,576
mayo-julio 2018,Jaguar,LID LOCK,Pegado,"129,704",0,0,0,0,0,0,1,1,8,1,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,48,576
mayo-julio 2018,Jaguar,LID LOCK,No lava,"129,704",0,0,0,0,0,0,1,1,8,1,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,48,576
mayo-julio 2018,Jaguar,LID LOCK,Quemado,"129,704",0,0,0,0,0,0,1,1,8,1,2.65,15,0.72,3.37,3,4,0,0,0,0,0,0,48,576
ago - dic 2019,,LID LOCK,En corto / No candadea / Falla funcional,"109,784",1,0,5,0,0,0,3,9,82,5,3.75,15,0.93,4.68,4,4,1,0,25,0,0,0,144,"13,600"
ago - dic 2019,,LID LOCK,Fuera de posición,"109,784",0,1,2,0,0,0,1,4,36,5,3.75,15,0.93,4.68,4,4,0,3,10,0,0,0,48,"4,880"
ago - dic 2019,,LID LOCK,Desajustado,"109,784",0,0,0,0,0,0,1,1,9,4,3.75,15,0.93,4.68,4,4,0,0,0,0,0,0,48,"3,072"
ago - dic 2019,,LID LOCK,Candadeado/Activado,"109,784",7,0,0,0,0,0,0,7,64,5,3.75,15,0.93,4.68,4,4,7,0,0,0,0,0,0,560
ago - dic 2019,,LID LOCK,Tiro corto,"109,784",4,0,0,0,0,0,0,4,36,5,3.75,15,0.93,4.68,4,4,4,0,0,0,0,0,0,320
ago - dic 2019,,LID LOCK,Quebrado / dañado,"109,784",0,0,1,0,0,0,0,1,9,4,3.75,15,0.93,4.68,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,LID LOCK,Falta cincho,"109,784",2,0,0,0,0,0,0,2,18,5,3.75,15,0.93,4.68,4,4,2,0,0,0,0,0,0,160
ago - dic 2019,,LID LOCK,Cable expuesto,"109,784",1,0,0,0,0,0,0,1,9,4,3.75,15,0.93,4.68,4,4,1,0,0,0,0,0,0,64
ago - dic 2019,,LID LOCK,Se apaga unidad,"109,784",1,0,0,0,0,0,0,1,9,4,3.75,15,0.93,4.68,4,4,1,0,0,0,0,0,0,64
oct - dic 2018,,LID LOCK,abierto,140470,0,0,0,0,0,0,9,9,64,5,,,0,0,,,0,0,0,0,0,0,432,0
oct - dic 2018,,LID LOCK,Mal ensamblado,140470,0,1,5,1,0,0,6,13,93,5,,,0,0,,,0,3,25,30,0,0,288,0
oct - dic 2018,,LID LOCK,dañado / quebrado,140470,0,1,0,0,0,0,5,6,43,4,,,0,0,,,0,3,0,0,0,0,240,0
oct - dic 2018,,LID LOCK,no cierra,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,LID LOCK,desconectado,140470,0,1,32,0,0,0,1,34,242,5,,,0,0,,,0,3,160,0,0,0,48,0
oct - dic 2018,,LID LOCK,Desajustado,140470,0,1,0,0,0,0,1,2,14,2,,,0,0,,,0,3,0,0,0,0,48,0
oct - dic 2018,,LID LOCK,Atorado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
Jul - Sep 2018,Jaguar,LID LOCK,Desajustado/suelto/en corto ,128205,0,25,40,1,0,0,14,80,624,5,2.5,20,50,52.5,4,4,,3,5,30,,,48,6880
Jul - Sep 2018,Jaguar,LID LOCK,No inicia ciclos- Dañado/roto ,128205,0,27,2,0,0,0,4,33,257,5,2.5,20,50,52.5,4,4,,3,5,,,,48,4480
oct - dic 2018,,LID LOCK,Ausente,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
ago - dic 2019,,Lid metalico,Tornillo mal ensamblado,"109,784",0,40,3,0,0,0,0,43,392,5,4.79,3,0.19,4.98,4,4,0,120,15,0,0,0,0,"10,800"
ago - dic 2019,,Lid metalico,Tornillo ausente,"109,784",0,1,2,0,0,0,0,3,27,5,4.79,3,0.19,4.98,4,4,0,3,10,0,0,0,0,"1,040"
ago - dic 2019,,Lid metalico,Golpeado,"109,784",0,1,1,0,0,0,0,2,18,5,4.79,3,0.19,4.98,4,4,0,3,5,0,0,0,0,640
ago - dic 2019,,Lid metalico,Visagra con mal ensamble,"109,784",0,0,1,0,0,0,0,1,9,4,4.79,3,0.19,4.98,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Lid metalico,Bumper ausente,"109,784",0,0,1,0,0,0,0,1,9,4,4.79,3,0.19,4.98,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Lid metalico,Strike hook ausente,"109,784",0,0,1,0,0,0,0,1,9,4,4.79,3,0.19,4.98,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Lid metalico,Strike hook mal ensamblado,"109,784",0,1,0,0,0,0,0,1,9,4,4.79,3,0.19,4.98,4,4,0,3,0,0,0,0,0,192
ago - dic 2019,,Lid Plastico,Bisagra mal ensamble,"109,784",0,120,0,0,0,0,0,120,1093,5,12.17,3,0.19,12.36,5,3,0,360,0,0,0,0,0,"27,000"
ago - dic 2019,,Lid Plastico,Hinge bracket equivocado,"109,784",0,48,0,0,0,0,0,48,437,5,12.17,3,0.19,12.36,5,3,0,144,0,0,0,0,0,"10,800"
ago - dic 2019,,Lid Plastico,Equivocado,"109,784",24,7,0,0,0,0,0,31,282,5,12.17,3,0.19,12.36,5,4,24,21,0,0,0,0,0,"4,500"
ago - dic 2019,,Lid Plastico,Dañado / rayado,"109,784",5,1,0,0,0,0,0,6,55,5,12.17,3,0.19,12.36,5,4,5,3,0,0,0,0,0,800
ago - dic 2019,,Lid Plastico,Cover hinge equivocado,"109,784",0,1,0,0,0,0,0,1,9,4,12.17,3,0.19,12.36,5,4,0,3,0,0,0,0,0,240
ago - dic 2019,,Lid Plastico,Bumper mal ensamblado,"109,784",1,0,0,0,0,0,0,1,9,4,12.17,3,0.19,12.36,5,4,1,0,0,0,0,0,0,80
ago - dic 2019,,Lid vidrio,Esquina despegada / Lid despegado,"109,784",2,0,0,1,0,0,0,3,27,5,12.17,3,0.19,12.36,5,4,2,0,0,30,0,0,0,"3,200"
oct - dic 2018,,Llenado lento,Llenado lento,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Manguera,sin manguera,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Manguera,roto,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Manguera,desconectada,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
ago - dic 2019,,MANGUERA APS,Doblada,"109,784",702,0,0,0,0,0,1,703,6403,5,4.42,5,0.31,4.73,4,4,702,0,0,0,0,0,48,"60,000"
ago - dic 2019,,MANGUERA APS,Desconectada / sin ensamblar,"109,784",0,3,4,0,0,0,1,8,73,5,4.42,5,0.31,4.73,4,4,0,9,20,0,0,0,48,"6,160"
ago - dic 2019,,MANGUERA APS,Contaminación / sucias,"109,784",0,2,1,0,0,0,0,3,27,5,4.42,5,0.31,4.73,4,4,0,6,5,0,0,0,0,880
oct - dic 2018,,MANGUERA APS,Mal ensamblado,140470,0,17,19,0,0,0,5,41,292,5,,,0,0,,,0,51,95,0,0,0,240,0
oct - dic 2018,,MANGUERA APS,Con grasa,140470,0,0,1,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,MANGUERA APS,Ausente,140470,0,0,1,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,MANGUERA APS,Pivote quebrado,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,MANGUERA APS,No enciende- Mal ruteo ,128205,0,0,2,0,0,0,2,4,31,2,0.5,5,12.5,13,2,4,,,5,,,,48,848
mayo-julio 2018,Jaguar,Manguera APS - Preostato,Mal ensamble,"129,704",0,2,2,0,0,0,3,7,54,4,3.06,5,0.24,3.3,3,4,0,6,10,0,0,0,144,"7,680"
mayo-julio 2018,Jaguar,Manguera Bomba,Con fisura,"129,704",0,0,0,1,0,0,1,2,15,3,0.57,15,0.72,1.28,2,3,0,0,0,30,0,0,48,"1,404"
mayo-julio 2018,Jaguar,Manguera Bomba,Mal ensamble,"129,704",0,1,0,0,0,0,1,2,15,3,0.57,15,0.72,1.29,2,4,0,3,0,0,0,0,48,"1,224"
Jul - Sep 2018,Jaguar,Manguera Bomba,No corta flujo/ tira agua- Suelta ,128205,0,11,19,0,0,0,2,32,250,5,0.5,5,12.5,13,2,4,,3,5,,,,48,2240
ago - dic 2019,,MANGUERA DRENADO,Faltante,"109,784",0,0,0,0,0,0,2,2,18,5,0.66,2,0.12,0.78,1,4,0,0,0,0,0,0,96,"1,920"
ago - dic 2019,,MANGUERA DRENADO,Rota,"109,784",0,0,0,0,0,0,1,1,9,4,0.66,2,0.12,0.78,1,4,0,0,0,0,0,0,48,768
ago - dic 2019,,MANGUERA DRENADO,Falta de guía,"109,784",2,0,0,0,0,0,0,2,18,5,0.66,2,0.12,0.78,1,4,2,0,0,0,0,0,0,40
