Fecha,Product/ Platform,Component Code,Problem Description,Volume,SQ,In Process- NDF,FPY,CAL,Warehouse,Dealer,SIR 1 MIS,n.,PPM,R=1:5,$,Min,$,$ TOTAL,R=1:5,R=1:10,1,3,5,30,35,40,48,Priority
ago - dic 2019,,MANGUERA DRENADO,Rota,"109,784",0,0,0,1,0,0,1,2,18,5,0.53,5,0.31,0.84,1,4,0,0,0,30,0,0,48,"1,560"
mayo-julio 2018,Jaguar,MANGUERA DRENADO,Falta de manguera de drenado,"129,704",0,0,0,0,0,0,3,3,23,4,0.57,5,0.24,0.81,1,4,0,0,0,0,0,0,144,"2,304"
mayo-julio 2018,Jaguar,MANGUERA DRENADO,Con poros,"129,704",1,0,0,0,0,0,1,2,15,3,0.57,5,0.24,0.81,1,3,1,0,0,0,0,0,48,441
mayo-julio 2018,Jaguar,MANGUERA DRENADO,Sin abrazadera,"129,704",0,0,0,0,0,0,1,1,8,1,0.57,5,0.24,0.81,1,4,0,0,0,0,0,0,48,192
oct - dic 2018,,MANGUERA DRENADO,Manguera desague alta,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,MANGUERA DRENADO,Sin ensambar,140470,0,1,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,MANGUERA DRENADO,Rota,128205,0,0,0,0,0,0,3,3,23,1,0.5,5,12.5,13,2,3,,,,,,,48,288
ago - dic 2019,,MANGUERA DRENADO,Tamaño diferente al requerido,"109,784",0,0,0,0,0,0,1,1,9,4,0.67,2,0.12,0.79,1,4,0,0,0,0,0,0,48,768
ago - dic 2019,,Mega,Falla funcional / no enciende,"109,784",4,69,66,0,0,0,0,139,1266,5,4.17,10,0.62,4.79,4,4,4,207,330,0,0,0,0,"43,280"
ago - dic 2019,,Mega,Quebrada / rayada / golpeada,"109,784",0,0,9,0,0,0,0,9,82,5,4.17,10,0.62,4.79,4,4,0,0,45,0,0,0,0,"3,600"
ago - dic 2019,,Mega,Leds encendidos (dañada),"109,784",3,0,0,1,0,0,0,4,36,5,4.17,10,0.62,4.79,4,4,3,0,0,30,0,0,0,"2,640"
ago - dic 2019,,Mega,Falla de led,"109,784",2,1,4,0,0,0,0,7,64,5,4.17,10,0.62,4.79,4,4,2,3,20,0,0,0,0,"2,000"
ago - dic 2019,,Mega,Conector mal ensamblado / sin ensamblar,"109,784",2,1,1,0,0,0,0,4,36,5,4.17,10,0.62,4.79,4,4,2,3,5,0,0,0,0,800
ago - dic 2019,,Mega,Boton ausente,"109,784",0,0,2,0,0,0,0,2,18,5,4.17,10,0.62,4.79,4,4,0,0,10,0,0,0,0,800
ago - dic 2019,,Mega,Conector quebrado,"109,784",0,0,2,0,0,0,0,2,18,5,4.17,10,0.62,4.79,4,4,0,0,10,0,0,0,0,800
ago - dic 2019,,Mega,No realiza prueba,"109,784",4,1,0,0,0,0,0,5,46,5,4.17,10,0.62,4.79,4,4,4,3,0,0,0,0,0,560
ago - dic 2019,,Mega,Dañado,"109,784",0,1,0,0,0,0,0,1,9,4,4.17,10,0.62,4.79,4,4,0,3,0,0,0,0,0,192
ago - dic 2019,,Mega,Arnes dañado,"109,784",1,0,0,0,0,0,0,1,9,4,4.17,10,0.62,4.79,4,4,1,0,0,0,0,0,0,64
ago - dic 2019,,Mega,Led candado equivocado,"109,784",1,0,0,0,0,0,0,1,9,4,4.17,10,0.62,4.79,4,4,1,0,0,0,0,0,0,64
Jul - Sep 2018,Jaguar,Metal lid ,Doblada/Mal ensamble,128205,0,6,9,0,0,0,3,18,140,4,0.2,5,12.5,12.7,1,3,,3,5,,,,48,672
oct - dic 2018,,Modo de protección,Modo de protección,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
mayo-julio 2018,Jaguar,MOTOR,Dañado,"129,704",0,2,5,0,0,0,2,9,69,5,8.6,20,0.96,9.56,5,4,0,6,25,0,0,0,96,"12,700"
mayo-julio 2018,Jaguar,MOTOR,Ruido,"129,704",1,0,1,1,0,0,1,4,31,4,8.6,20,0.96,9.56,5,4,1,0,5,30,0,0,48,"6,720"
ago - dic 2019,,MOTOR,Tornillo barrido / Falta de torque,"109,784",0,21,56,0,0,0,0,77,701,5,16.3,20,1.24,17.54,5,4,0,63,280,0,0,0,0,"34,300"
ago - dic 2019,,MOTOR,En corto / falla funcional,"109,784",2,0,8,0,0,0,2,12,109,5,16.3,20,1.24,17.54,5,4,2,0,40,0,0,0,96,"13,800"
ago - dic 2019,,MOTOR,Ruido,"109,784",2,0,0,1,0,0,0,3,27,5,16.3,20,1.24,17.54,5,4,2,0,0,30,0,0,0,"3,200"
ago - dic 2019,,MOTOR,Tornillo ausente,"109,784",2,1,5,0,0,0,0,8,73,5,16.3,20,1.24,17.54,5,4,2,3,25,0,0,0,0,"3,000"
ago - dic 2019,,MOTOR,Agrietados / con golpes / quebrados,"109,784",0,2,3,0,0,0,0,5,46,5,16.3,20,1.24,17.54,5,4,0,6,15,0,0,0,0,"2,100"
ago - dic 2019,,MOTOR,Cable suelto,"109,784",0,0,2,0,0,0,0,2,18,5,16.3,20,1.24,17.54,5,4,0,0,10,0,0,0,0,"1,000"
ago - dic 2019,,MOTOR,Falla en agitación,"109,784",3,0,0,0,0,0,0,3,27,5,16.3,20,1.24,17.54,5,4,3,0,0,0,0,0,0,300
ago - dic 2019,,MOTOR,Embobinado dañado,"109,784",2,0,0,0,0,0,0,2,18,5,16.3,20,1.24,17.54,5,4,2,0,0,0,0,0,0,200
ago - dic 2019,,MOTOR,Abanico quebrado,"109,784",1,0,0,0,0,0,0,1,9,4,16.3,20,1.24,17.54,5,4,1,0,0,0,0,0,0,80
ago - dic 2019,,MOTOR,Falla ccw,"109,784",1,0,0,0,0,0,0,1,9,4,16.3,20,1.24,17.54,5,4,1,0,0,0,0,0,0,80
ago - dic 2019,,MOTOR,Falta de etiqueta,"109,784",1,0,0,0,0,0,0,1,9,4,16.3,20,1.24,17.54,5,4,1,0,0,0,0,0,0,80
oct - dic 2018,,MOTOR,Abierto / en corto,140470,0,0,0,0,0,0,6,6,43,4,,,0,0,,,0,0,0,0,0,0,288,0
oct - dic 2018,,MOTOR,quemado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,MOTOR,desconectado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,MOTOR,Terminal suelta,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,MOTOR,Dañado,140470,0,7,12,0,0,0,0,19,135,,,,,,,,,,,,,,,
oct - dic 2018,,MOTOR,Tornillos barridos,140470,0,38,0,0,0,0,0,38,271,,,,,,,,,,,,,,,
oct - dic 2018,,MOTOR,Falta de torque,140470,0,3,0,0,0,0,0,3,21,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,MOTOR,No lava- anes suelto,128205,0,0,1,0,0,0,2,3,23,1,9.5,30,75,84.5,5,4,,,5,,,,48,1060
Jul - Sep 2018,Jaguar,MOTOR,Ruido- desajustado,128205,0,20,2,0,0,0,0,22,172,4,9.5,30,75,84.5,5,3,,3,5,,,,,480
ago - dic 2019,,MOTOR,En corto,"109,784",0,0,0,0,0,0,1,1,9,4,16.3,20,1.24,17.54,5,4,0,0,0,0,0,0,48,"3,840"
mayo-julio 2018,Jaguar,Nozzle,Fuera de lugar,"129,704",0,0,0,0,0,0,2,2,15,3,0.68,5,0.24,0.92,1,3,0,0,0,0,0,0,96,864
mayo-julio 2018,Jaguar,Nozzle,Desajustado,"129,704",0,0,0,0,0,0,2,2,15,3,0.68,5,0.24,0.92,1,3,0,0,0,0,0,0,96,864
Jul - Sep 2018,Jaguar,Nozzle,ac,128205,0,4,0,0,0,0,3,7,55,2,0.93,5,12.5,13.43,2,4,,3,,,,,48,816
ago - dic 2019,,Nut,Ausente,"109,784",0,3,0,0,0,0,0,3,27,5,0.06,5,0.31,0.37,1,4,0,9,0,0,0,0,0,180
mayo-julio 2018,Jaguar,Panel Control - Fascia,Deformado,"129,704",0,2,5,0,0,0,1,8,62,5,5.39,15,0.72,6.11,4,3,0,6,25,0,0,0,48,"4,740"
mayo-julio 2018,Jaguar,Panel Control - Fascia,Botón duro,"129,704",0,0,2,0,0,0,1,3,23,4,5.39,15,0.72,6.11,4,3,0,0,10,0,0,0,48,"2,784"
ago - dic 2019,,PATA NIVELADORA,Golpe,"109,784",0,0,0,0,0,0,1,1,9,4,0.1,2,0.12,0.22,1,4,0,0,0,0,0,0,48,768
oct - dic 2018,,Patas de lavadora,Desnivelada,140470,0,0,0,0,0,0,27,27,192,5,,,0,0,,,0,0,0,0,0,0,1296,0
oct - dic 2018,,Patas de lavadora,Quebrada,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Patas de lavadora,Mal ensamblada,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Patas de lavadora,Faltantes,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
mayo-julio 2018,Jaguar,PERILLA,Suelta,"129,704",0,3,0,4,0,0,2,9,69,5,0.77,5,0.24,1.01,2,3,0,9,0,120,0,0,96,"6,750"
ago - dic 2019,,PERILLA,Suelta,"109,784",0,1,0,0,0,0,1,2,18,5,0.52,1,0.06,0.58,1,4,0,3,0,0,0,0,48,"1,020"
ago - dic 2019,,PERILLA,Poste deforme,"109,784",2,0,3,0,0,0,0,5,46,5,0.52,1,0.06,0.58,1,4,2,0,15,0,0,0,0,340
oct - dic 2018,,PERILLA,quebradas,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,PERILLA,Mal ensamblado,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,PERILLA,falta pieza,140470,0,0,11,0,0,0,1,12,85,5,,,0,0,,,0,#REF!,55,0,0,0,48,#REF!
oct - dic 2018,,PERILLA,Vastago ausente,140470,0,7,0,0,0,0,0,7,50,,,,,,,,,,,,,,,
oct - dic 2018,,PERILLA,Equivocada,140470,0,2,9,0,0,0,0,11,78,,,,,,,,,,,,,,,
oct - dic 2018,,PERILLA,Rebaba,140470,0,2,2,0,0,0,0,4,28,,,,,,,,,,,,,,,
oct - dic 2018,,PERILLA,Deforme,140470,0,2,0,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,PERILLA,Serigrafía incompleta,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,PERILLA,Dañadas,140470,0,3,0,0,0,0,0,3,21,,,,,,,,,,,,,,,
ago - dic 2019,,PLANETARIO,Rebaba,"109,784",0,3,0,0,0,0,0,3,27,5,9.4,30,1.87,11.27,5,4,0,9,0,0,0,0,0,900
ago - dic 2019,,PLANETARIO,Agrietado,"109,784",0,1,0,0,0,0,0,1,9,4,9.4,30,1.87,11.27,5,4,0,3,0,0,0,0,0,240
ago - dic 2019,,PLANETARIO,Empaque dañado,"109,784",1,0,0,0,0,0,0,1,9,4,9.4,30,1.87,11.27,5,4,1,0,0,0,0,0,0,80
mayo-julio 2018,Jaguar,POLEA,Fuera de lugar,"129,704",0,0,0,0,0,0,1,1,8,1,0.63,10,0.48,1.11,2,3,0,0,0,0,0,0,48,288
mayo-julio 2018,Jaguar,POLEA,Ruido,"129,704",0,0,0,0,0,0,1,1,8,1,0.63,10,0.48,1.11,2,3,0,0,0,0,0,0,48,288
ago - dic 2019,,POLEA,Floja / sin torque,"109,784",0,0,0,0,0,0,8,8,73,5,0.8,3,0.19,0.99,1,4,0,0,0,0,0,0,384,"7,680"
Jul - Sep 2018,Jaguar,POLEA,No funciona/ ruido - desajustada ,128205,0,4,0,0,0,0,5,9,70,3,0.8,10,25,25.8,3,3,,3,,,,,48,1377
Jul - Sep 2018,Jaguar,Power cord,No enciende - Desajustado,128205,0,3,1,0,0,0,3,7,55,2,1.2,12,30,31.2,5,4,,3,5,,,,48,2240
Jul - Sep 2018,Jaguar,Power cord ,Dañado ,128205,0,12,0,0,0,0,1,13,101,4,1.2,12,30,31.2,3,4,,3,,,,,48,2448
mayo-julio 2018,Jaguar,Protector de motor Cover pulley,Suelto,"129,704",0,2,0,0,0,0,3,5,39,4,0.78,10,0.48,1.26,2,3,0,6,0,0,0,0,144,"3,600"
ago - dic 2019,,REAR PANEL,Golpe,"109,784",0,0,0,0,0,0,3,3,27,5,2.84,5,0.31,3.15,3,4,0,0,0,0,0,0,144,"8,640"
ago - dic 2019,,REAR PANEL,Mal ensamble,"109,784",0,2,0,0,0,0,1,3,27,5,2.84,5,0.31,3.15,3,4,0,6,0,0,0,0,48,"3,240"
ago - dic 2019,,REAR PANEL,Tornillo ausente,"109,784",0,8,0,0,0,0,0,8,73,5,2.84,5,0.31,3.15,3,4,0,24,0,0,0,0,0,"1,440"
ago - dic 2019,,REAR PANEL,Falta de torque,"109,784",0,3,0,0,0,0,0,3,27,5,2.84,5,0.31,3.15,3,4,0,9,0,0,0,0,0,540
ago - dic 2019,,REAR PANEL,Tornillo mal ensamblado,"109,784",0,1,0,0,0,0,0,1,9,4,2.84,5,0.31,3.15,3,4,0,3,0,0,0,0,0,144
ago - dic 2019,,REAR PANEL,Tornillo equivocado,"109,784",0,1,0,0,0,0,0,1,9,4,2.84,5,0.31,3.15,3,4,0,3,0,0,0,0,0,144
oct - dic 2018,,REAR PANEL,Tornillo mal ensamblado,140470,0,4,0,0,0,0,0,4,28,,,,,,,,,,,,,,,
oct - dic 2018,,REAR PANEL,Falta de torque,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,REAR PANEL,Tornillos ausentes,140470,0,10,0,0,0,0,0,10,71,,,,,,,,,,,,,,,
oct - dic 2018,,REAR PANEL,Mal ensamble,140470,0,6,0,0,0,0,0,6,43,4,,,0,0,,,0,18,0,0,0,0,0,0
oct - dic 2018,,REAR PANEL,Dañado / deforme,140470,0,1,0,0,0,0,3,4,28,4,,,0,0,,,0,3,0,0,0,0,144,0
ago - dic 2019,,Rear top,Tornillo ausente,"109,784",0,6,0,0,0,0,0,6,55,5,1.71,3,0.19,1.9,3,4,0,18,0,0,0,0,0,"1,080"
oct - dic 2018,,Rociador / Nozzle,Falta de torque,140470,0,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,
oct - dic 2018,,Rociador / Nozzle,Equivocado,140470,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,
oct - dic 2018,,Rociador / Nozzle,Mal ensamblado,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,Rociador / Nozzle,Deforme,140470,1,0,0,0,0,0,0,1,7,1,,,0,0,,,1,0,0,0,0,0,0,0
Jul - Sep 2018,Jaguar,Sello,Llena y drena- Roto ,128205,0,0,0,0,0,0,1,1,8,1,0.2,5,12.5,12.7,1,3,,,,,,,48,144
ago - dic 2019,,SELLO DE TRANSMISIÓN,Fuera de posición,"109,784",0,0,0,0,0,0,1,1,9,4,16.25,30,1.87,18.12,5,4,0,0,0,0,0,0,48,"3,840"
oct - dic 2018,,Solenoide,Desajustado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
ago - dic 2019,,Speed wheel,Pandeado / deformado,"109,784",44,0,0,0,0,0,0,44,401,5,0.26,12,0.75,1.01,1,4,44,0,0,0,0,0,0,880
ago - dic 2019,,Speed wheel,Quebrado / dañado / fracturado,"109,784",3,1,0,1,0,0,0,5,46,5,0.26,12,0.75,1.01,1,4,3,3,0,30,0,0,0,720
ago - dic 2019,,Speed wheel,Rebaba,"109,784",5,0,0,0,0,0,0,5,46,5,0.26,12,0.75,1.01,1,4,5,0,0,0,0,0,0,100
Jul - Sep 2018,Jaguar,Strike hook ,No lava/ no exprime- Mal ensamblado ,128205,0,9,14,0,0,0,5,28,218,5,0.2,5,12.5,12.7,1,4,,3,5,,,,48,1120
Jul - Sep 2018,Jaguar,Strike hook ,Llena y dreana- quebrado ,128205,0,0,0,0,0,0,2,2,16,1,0.2,20,50,50.2,4,4,,,,,,,48,768
ago - dic 2019,,Support motor,Tuerca mal ensambada,"109,784",0,1,0,0,0,0,0,1,9,4,2.42,10,0.62,3.04,3,4,0,3,0,0,0,0,0,144
mayo-julio 2018,Jaguar,Suspensión,Vencida,"129,704",0,4,1,0,0,0,1,6,46,4,7,30,1.43,8.43,5,4,0,12,5,0,0,0,48,"5,200"
mayo-julio 2018,Jaguar,Suspensión,Fuera de lugar,"129,704",0,0,0,0,0,0,1,1,8,1,7,30,1.43,8.43,5,4,0,0,0,0,0,0,48,960
mayo-julio 2018,Jaguar,Suspensión,Dañada,"129,704",0,0,0,0,0,0,1,1,8,1,7,30,1.43,8.43,5,4,0,0,0,0,0,0,48,960
mayo-julio 2018,Jaguar,Suspensión,Desgastada,"129,704",0,0,0,0,0,0,1,1,8,1,7,30,1.43,8.43,5,4,0,0,0,0,0,0,48,960
mayo-julio 2018,Jaguar,Suspensión,Caída,"129,704",0,0,0,0,0,0,1,1,8,1,7,30,1.43,8.43,5,4,0,0,0,0,0,0,48,960
oct - dic 2018,,Suspensión,Fuera de posición / sin ensamblar,140470,0,1,1,0,0,0,7,9,64,5,,,0,0,,,0,3,5,0,0,0,336,0
oct - dic 2018,,Suspensión,mal ensamblado,140470,0,3,1,0,0,0,5,9,64,5,,,0,0,,,0,9,5,0,0,0,240,0
oct - dic 2018,,Suspensión,quebrada,140470,0,0,0,0,0,0,4,4,28,4,,,0,0,,,0,0,0,0,0,0,192,0
oct - dic 2018,,Suspensión,dañada,140470,0,0,0,0,0,0,4,4,28,4,,,0,0,,,0,0,0,0,0,0,192,0
oct - dic 2018,,Switch,Quebrado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
mayo-julio 2018,Jaguar,Switch Unbalance,Quebrado,"129,704",0,3,0,0,0,0,18,21,162,5,0.49,15,0.72,1.2,2,4,0,9,0,0,0,0,864,"34,920"
mayo-julio 2018,Jaguar,Switch Unbalance,Switch unbalance-Falso contacto,"129,704",0,1,0,0,0,0,2,3,23,4,0.53,5,0.24,0.77,1,4,0,3,0,0,0,0,96,"1,584"
mayo-julio 2018,Jaguar,Switch Unbalance,Flojo,"129,704",0,0,0,0,0,0,2,2,15,3,0.49,10,0.48,0.97,1,4,0,0,0,0,0,0,96,"1,152"
mayo-julio 2018,Jaguar,Switch Unbalance,No exprime- Fuera de Posición,"129,704",0,1,0,0,0,0,1,2,15,3,0.53,5,0.24,0.77,1,4,0,3,0,0,0,0,48,612
mayo-julio 2018,Jaguar,Switch Unbalance,Swich unbalance-Suelto,"129,704",0,0,0,0,0,0,1,2,15,3,0.53,5,0.24,0.77,1,4,0,0,0,0,0,0,48,576
oct - dic 2018,,Tapa,Deforme,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
ago - dic 2019,,Tarjeta Robin,Falla funcional / no enciende,"109,784",22,105,38,0,0,0,0,165,1503,5,2.78,10,0.62,3.4,3,4,22,315,190,0,0,0,0,"31,620"
ago - dic 2019,,Tarjeta Robin,Falla de LED,"109,784",0,8,11,0,0,0,0,19,173,5,2.78,10,0.62,3.4,3,4,0,24,55,0,0,0,0,"4,740"
ago - dic 2019,,Tarjeta Robin,Tornillo ausente,"109,784",0,2,3,0,0,0,0,5,46,5,2.78,10,0.62,3.4,3,4,0,6,15,0,0,0,0,"1,260"
ago - dic 2019,,Tarjeta Robin,Mal ruteo,"109,784",0,0,3,0,0,0,0,3,27,5,2.78,10,0.62,3.4,3,4,0,0,15,0,0,0,0,900
ago - dic 2019,,Tarjeta Robin,No realiza prueba,"109,784",11,0,0,0,0,0,0,11,100,5,2.78,10,0.62,3.4,3,4,11,0,0,0,0,0,0,660
ago - dic 2019,,Tarjeta Robin,Boton fuera de especificación,"109,784",0,0,2,0,0,0,0,2,18,5,2.78,10,0.62,3.4,3,4,0,0,10,0,0,0,0,600
ago - dic 2019,,Tarjeta Robin,Falta de LED,"109,784",4,0,0,0,0,0,0,4,36,5,2.78,10,0.62,3.4,3,4,4,0,0,0,0,0,0,240
ago - dic 2019,,Tarjeta Robin,Conector quebrado,"109,784",0,0,1,0,0,0,0,1,9,4,2.78,10,0.62,3.4,3,4,0,0,5,0,0,0,0,240
ago - dic 2019,,Tarjeta Robin,LED encendido,"109,784",3,0,0,0,0,0,0,3,27,5,2.78,10,0.62,3.4,3,4,3,0,0,0,0,0,0,180
ago - dic 2019,,Tarjeta Robin,LED no enciende,"109,784",2,0,0,0,0,0,0,2,18,5,2.78,10,0.62,3.4,3,4,2,0,0,0,0,0,0,120
ago - dic 2019,,Tarjeta Robin,Falta de transistor,"109,784",1,0,0,0,0,0,0,1,9,4,2.78,10,0.62,3.4,3,4,1,0,0,0,0,0,0,48
mayo-julio 2018,Jaguar,TINA,Quebrada,"129,704",0,1,4,1,0,0,4,10,77,5,8.59,60,2.87,11.46,5,4,0,3,20,30,0,0,192,"24,500"
mayo-julio 2018,Jaguar,TINA,Caída,"129,704",0,0,0,0,0,0,3,3,23,4,7,30,1.43,8.43,5,4,0,0,0,0,0,0,144,"11,520"
mayo-julio 2018,Jaguar,TINA,Desbalanceada,"129,704",0,0,0,0,0,0,1,1,8,1,7,30,1.43,8.43,5,4,0,0,0,0,0,0,48,960
mayo-julio 2018,Jaguar,TINA,Quebrada parte superior,"129,704",0,0,0,0,0,0,1,1,8,1,8.59,60,2.87,11.46,5,4,0,0,0,0,0,0,48,960
mayo-julio 2018,Jaguar,TINA,Con Rebaba,"129,704",0,0,0,1,0,0,0,1,8,1,8.59,60,2.87,11.46,5,4,0,0,0,30,0,0,0,600
mayo-julio 2018,Jaguar,TINA,Manchada por óxido,"129,704",0,0,0,0,0,0,1,1,8,1,8.59,60,2.87,11.46,5,2,0,0,0,0,0,0,48,480
ago - dic 2019,,TINA,Fuga,"109,784",0,40,1,0,0,0,1,42,383,5,12.72,60,3.73,16.45,5,4,0,120,5,0,0,0,48,"17,300"
ago - dic 2019,,TINA,Pivotes quebrados,"109,784",0,3,2,0,0,0,0,5,46,5,12.72,60,3.73,16.45,5,4,0,9,10,0,0,0,0,"1,900"
ago - dic 2019,,TINA,Orificio tapado,"109,784",0,2,1,0,0,0,0,3,27,5,12.72,60,3.73,16.45,5,4,0,6,5,0,0,0,0,"1,100"
ago - dic 2019,,TINA,Con Suciedad / contaminadas,"109,784",0,1,1,0,0,0,0,2,18,5,12.72,60,3.73,16.45,5,4,0,3,5,0,0,0,0,800
